mode,reducer,serializer,param_set,run,sensors,timesteps,bytes,baseline_bytes,reduction_pct,rmse_mean,rmse_std,messages,energy_proxy
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.5, ""low_thresh"": 0.12}",6,8,600,11610,55488,79.0765570934256,0.09765073536591473,0.02219518357569362,1000,61610
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.5, ""low_thresh"": 0.12}",7,8,600,24750,117296,78.89953621606875,0.10466077866169579,0.029908300008507333,1009,75200
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.5, ""low_thresh"": 0.12}",7,8,600,11705,55488,78.9053489042676,0.10466077866169579,0.029908300008507333,1009,62155
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.5, ""low_thresh"": 0.12}",8,8,600,24651,117296,78.98393807120448,0.09584888374042437,0.020851996987262835,1004,74851
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.5, ""low_thresh"": 0.12}",8,8,600,11644,55488,79.01528258362168,0.09584888374042437,0.020851996987262835,1004,61844
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.5, ""low_thresh"": 0.12}",9,8,600,24554,117296,79.06663483835766,0.09798997200316288,0.0280411933841069,1002,74654
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.5, ""low_thresh"": 0.12}",9,8,600,11625,55488,79.04952422145328,0.09798997200316288,0.0280411933841069,1002,61725
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.5, ""low_thresh"": 0.12}",10,8,600,24714,117296,78.93022779975448,0.10722388506807704,0.030831111615092027,1009,75164
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.5, ""low_thresh"": 0.12}",10,8,600,11711,55488,78.89453575547867,0.10722388506807704,0.030831111615092027,1009,62161
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.5, ""low_thresh"": 0.12}",11,8,600,25265,117296,78.46047606056472,0.10983394735000918,0.030000945681168113,1030,76765
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.5, ""low_thresh"": 0.12}",11,8,600,11937,55488,78.48724048442907,0.10983394735000918,0.030000945681168113,1030,63437
vectorized,AdaptiveSampling,JSON,"{""high_thresh"": 0.25, ""low_thresh"": 0.18}",0,8,600,25096,117296,78.60455599508936,0.10723025730906703,0.018678825348544655,1023,76246
vectorized,AdaptiveSampling,CBOR,"{""high_thresh"": 0.25, ""low_thresh"": 0.18}",0,8,600,11874,55488,78.6007785467128,0.10723025730906703,0.018678825348544655,1023,63024
